"","Team","Date","TOI","CF","CA","CF60","CA60","CF%","C+/-"
"6052","CHI","2013-05-23",46.92,43.13,28.04,55.15,35.86,60.6,15.09
"6053","CHI","2013-05-20",40.88,43.86,37,64.37,54.31,54.24,6.86
"6054","CHI","2013-05-18",48.18,33.97,45.42,42.31,56.56,42.79,-11.45
"6055","CHI","2013-05-15",47.8,58.07,35.47,72.89,44.53,62.08,22.6
"6056","CHI","2013-05-09",50.21,52.63,27.93,62.89,33.37,65.33,24.7
"6057","CHI","2013-05-07",41.92,47.45,35.86,67.92,51.33,56.96,11.59
"6058","CHI","2013-05-05",52.72,52.95,48.14,60.26,54.78,52.38,4.81
"6059","CHI","2013-05-03",45.85,66.79,30.82,87.4,40.34,68.42,35.96
"6060","CHI","2013-04-30",62.73,53.83,34.26,51.49,32.77,61.11,19.57
"6061","CHI","2013-04-27",50.19,38.2,54.79,45.67,65.5,41.08,-16.59
"6062","CHI","2013-04-26",55.19,72.7,33.31,79.04,36.21,68.58,39.4
"6063","CHI","2013-04-24",46.86,53.26,31,68.19,39.69,63.21,22.26
"6064","CHI","2013-04-22",40.6,34.73,41.93,51.32,61.97,45.3,-7.21
"6065","CHI","2013-04-20",41.85,43.83,41.11,62.83,58.93,51.6,2.72
"6066","CHI","2013-04-19",51.26,48.46,31.33,56.73,36.67,60.74,17.13
"6067","CHI","2013-04-15",46.4,44.06,25.61,56.97,33.12,63.24,18.45
"6068","CHI","2013-04-14",41.26,42.45,35.02,61.72,50.92,54.79,7.43
"6069","CHI","2013-04-12",44.63,37.3,41.65,50.14,55.99,47.24,-4.35
"6070","CHI","2013-04-09",49.08,47.35,34.27,57.88,41.9,58.01,13.07
"6071","CHI","2013-04-07",55.82,59.89,33.53,64.37,36.04,64.11,26.35
"6072","CHI","2013-04-06",49.62,59.65,33.59,72.13,40.62,63.97,26.05
"6073","CHI","2013-04-04",52.82,43.26,33.75,49.14,38.33,56.18,9.52
"6074","CHI","2013-04-01",50.99,47.44,39.16,55.83,46.08,54.78,8.28
"6075","CHI","2013-03-31",55.35,56.38,45.2,61.12,49,55.5,11.18
"6076","CHI","2013-03-29",49.63,34.35,35.54,41.53,42.96,49.15,-1.19
"6077","CHI","2013-03-26",43.32,41.49,30.34,57.47,42.03,57.76,11.15
"6078","CHI","2013-03-25",45.51,30.52,41.94,40.23,55.29,42.12,-11.42
"6079","CHI","2013-03-20",53.38,48.55,44.52,54.57,50.04,52.17,4.03
"6080","CHI","2013-03-18",55.55,64.56,32.76,69.73,35.39,66.34,31.8
"6081","CHI","2013-03-16",43.27,61.43,25.63,85.18,35.54,70.56,35.8
"6082","CHI","2013-03-14",55.87,56.24,40.31,60.4,43.29,58.25,15.94
"6083","CHI","2013-03-10",46.43,45.11,38.26,58.29,49.44,54.1,6.84
"6084","CHI","2013-03-08",47.35,49.54,36.25,62.77,45.94,57.74,13.29
"6085","CHI","2013-03-06",49.52,44.25,53.04,53.62,64.26,45.48,-8.79
"6086","CHI","2013-03-05",48.92,53.2,29.95,65.24,36.74,63.98,23.24
"6087","CHI","2013-03-03",49.88,49.67,32.55,59.75,39.15,60.41,17.13
"6088","CHI","2013-03-01",53.34,56.85,47.55,63.94,53.48,54.45,9.3
"6089","CHI","2013-02-28",47.95,43.31,24.1,54.19,30.16,64.25,19.21
"6090","CHI","2013-02-25",47.27,49.43,21.3,62.75,27.03,69.89,28.13
"6091","CHI","2013-02-24",37.25,41.91,23.47,67.51,37.8,64.1,18.44
"6092","CHI","2013-02-22",46.19,44.82,39.42,58.22,51.21,53.2,5.4
"6093","CHI","2013-02-19",42.32,43.85,34.53,62.17,48.96,55.94,9.32
"6094","CHI","2013-02-17",42.92,46.65,34.75,65.21,48.58,57.31,11.9
"6095","CHI","2013-02-15",43,38.07,44.11,53.12,61.55,46.32,-6.04
"6096","CHI","2013-02-12",44.91,30.76,34.09,41.1,45.54,47.44,-3.32
"6097","CHI","2013-02-10",55.03,50.06,34.38,54.58,37.48,59.28,15.68
"6098","CHI","2013-02-07",41.27,49.68,34.28,72.23,49.83,59.18,15.41
"6099","CHI","2013-02-05",41.73,34.62,37.51,49.78,53.93,48,-2.89
"6100","CHI","2013-02-02",48.97,43.17,57.35,52.89,70.27,42.95,-14.18
"6101","CHI","2013-02-01",40.22,33.07,25.36,49.34,37.83,56.6,7.71
"6102","CHI","2013-01-30",48.23,44.06,33.06,54.81,41.13,57.13,10.99
"6103","CHI","2013-01-27",42.36,33.86,42.71,47.96,60.49,44.22,-8.84
"6104","CHI","2013-01-26",40.03,29.47,25.2,44.17,37.77,53.9,4.27
"6105","CHI","2013-01-24",44.49,53.03,36.55,71.51,49.29,59.2,16.48
"6106","CHI","2013-01-22",50.16,38.29,45.75,45.8,54.72,45.56,-7.46
"6107","CHI","2013-01-20",45.57,51.08,39.49,67.25,51.99,56.4,11.59
"6108","CHI","2013-01-19",40.69,35.15,28.68,51.83,42.29,55.07,6.47
"6109","CHI","2012-04-23",47.56,66.98,25.67,84.49,32.38,72.29,41.31
"6110","CHI","2012-04-21",45.33,64.12,27.28,84.88,36.11,70.15,36.84
"6111","CHI","2012-04-19",51.2,45.41,28.59,53.21,33.5,61.37,16.82
"6112","CHI","2012-04-17",59.1,54.06,45.96,54.88,46.66,54.05,8.1
"6113","CHI","2012-04-14",54.7,59.56,44.48,65.33,48.79,57.24,15.07
"6114","CHI","2012-04-12",53.32,66.38,54.15,74.7,60.93,55.08,12.23
"6115","CHI","2012-04-07",44.62,40.2,33.85,54.05,45.51,54.29,6.35
"6116","CHI","2012-04-05",43.63,48.86,27.68,67.2,38.07,63.84,21.18
"6117","CHI","2012-04-01",48.31,50.95,38.63,63.28,47.97,56.88,12.33
"6118","CHI","2012-03-31",43.23,42.25,38.44,58.64,53.36,52.36,3.81
"6119","CHI","2012-03-29",50.92,43.88,38.05,51.71,44.84,53.56,5.83
"6120","CHI","2012-03-27",48.27,50.94,38.57,63.32,47.94,56.91,12.37
"6121","CHI","2012-03-25",47.52,45.47,42.18,57.41,53.26,51.88,3.29
"6122","CHI","2012-03-21",42.28,46.36,39.94,65.79,56.68,53.72,6.43
"6123","CHI","2012-03-20",53.53,49.53,40.6,55.51,45.5,54.95,8.93
"6124","CHI","2012-03-18",55.88,50.04,38.92,53.73,41.79,56.25,11.12
"6125","CHI","2012-03-16",51.84,62.28,45.68,72.09,52.87,57.69,16.6
"6126","CHI","2012-03-13",45.38,49.5,45.25,65.45,59.83,52.24,4.25
"6127","CHI","2012-03-11",50.82,50.41,52.92,59.52,62.48,48.79,-2.51
"6128","CHI","2012-03-09",51.73,44.56,39.28,51.68,45.55,53.15,5.28
"6129","CHI","2012-03-06",44.96,35.03,43.15,46.75,57.58,44.81,-8.12
"6130","CHI","2012-03-04",44.74,25.93,34.35,34.78,46.07,43.01,-8.42
"6131","CHI","2012-03-02",54.97,59.39,48.06,64.82,52.45,55.27,11.33
"6132","CHI","2012-02-29",49.92,45.98,51.29,55.26,61.65,47.27,-5.32
"6133","CHI","2012-02-26",45.63,41.39,46.26,54.42,60.83,47.22,-4.88
"6134","CHI","2012-02-25",44.21,26.62,47.93,36.12,65.05,35.7,-21.31
"6135","CHI","2012-02-23",56.32,44.01,49.16,46.89,52.37,47.24,-5.14
"6136","CHI","2012-02-21",45.66,37.04,39.83,48.68,52.34,48.19,-2.78
"6137","CHI","2012-02-19",50.94,39.79,40.43,46.87,47.62,49.6,-0.64
"6138","CHI","2012-02-18",52.77,53.05,43.07,60.32,48.97,55.19,9.98
"6139","CHI","2012-02-16",39.58,39.13,28.61,59.31,43.37,57.77,10.52
"6140","CHI","2012-02-14",47.32,47.68,32.34,60.46,41.01,59.59,15.34
"6141","CHI","2012-02-11",49.51,58.52,47.79,70.92,57.91,55.05,10.73
"6142","CHI","2012-02-10",44.07,49.49,30.75,67.38,41.86,61.68,18.74
"6143","CHI","2012-02-07",53.24,54.79,44.67,61.75,50.34,55.09,10.12
"6144","CHI","2012-02-03",46.52,35.87,32.89,46.27,42.42,52.17,2.98
"6145","CHI","2012-02-02",38.01,70.62,45.63,111.48,72.02,60.75,25
"6146","CHI","2012-01-31",55.69,61.41,54.11,66.16,58.3,53.16,7.3
"6147","CHI","2012-01-24",46.89,40.66,36.9,52.03,47.22,52.42,3.76
"6148","CHI","2012-01-21",53.82,50.67,47.15,56.49,52.57,51.8,3.52
"6149","CHI","2012-01-20",46.41,34.16,23.4,44.17,30.25,59.35,10.76
"6150","CHI","2012-01-18",47.05,45.56,30.09,58.1,38.37,60.23,15.48
"6151","CHI","2012-01-15",53.35,72.55,27.38,81.59,30.79,72.6,45.17
"6152","CHI","2012-01-14",51.58,41.45,44.69,48.21,51.98,48.12,-3.24
"6153","CHI","2012-01-12",51.45,44.32,33.49,51.68,39.06,56.96,10.83
"6154","CHI","2012-01-10",37.72,34.1,36.85,54.24,58.61,48.06,-2.75
"6155","CHI","2012-01-08",50.03,48.47,43.79,58.12,52.51,52.54,4.68
"6156","CHI","2012-01-06",53.73,46,41.68,51.37,46.54,52.46,4.32
"6157","CHI","2012-01-05",52.82,60.74,58.95,68.99,66.96,50.75,1.79
"6158","CHI","2012-01-02",38.23,33.51,46.45,52.59,72.9,41.91,-12.94
"6159","CHI","2011-12-30",46.38,35.53,45.62,45.97,59.02,43.79,-10.09
"6160","CHI","2011-12-28",42.73,46.17,51.07,64.84,71.71,47.48,-4.9
"6161","CHI","2011-12-26",48.52,31.44,47.67,38.87,58.95,39.74,-16.24
"6162","CHI","2011-12-21",49.85,52.62,25.28,63.33,30.43,67.54,27.33
"6163","CHI","2011-12-20",41.23,40.83,35.49,59.41,51.65,53.49,5.33
"6164","CHI","2011-12-18",38,35.28,24.06,55.7,37.99,59.45,11.22
"6165","CHI","2011-12-16",48.81,33.61,45.23,41.32,55.6,42.63,-11.62
"6166","CHI","2011-12-14",53.47,63.2,36.21,70.92,40.64,63.57,26.99
"6167","CHI","2011-12-11",49.02,31.45,48.06,38.49,58.82,39.55,-16.61
"6168","CHI","2011-12-08",45.96,44.01,26.44,57.46,34.51,62.47,17.58
"6169","CHI","2011-12-05",52.1,43.2,51.48,49.75,59.28,45.63,-8.28
"6170","CHI","2011-12-03",43.99,43.62,43.19,59.49,58.91,50.24,0.42
"6171","CHI","2011-12-02",43.61,49.25,44.54,67.76,61.28,52.51,4.71
"6172","CHI","2011-11-29",50.48,36.02,34.29,42.81,40.76,51.23,1.73
"6173","CHI","2011-11-26",49.58,54.43,43.27,65.87,52.37,55.71,11.16
"6174","CHI","2011-11-25",39.26,42.73,25.71,65.3,39.29,62.43,17.02
"6175","CHI","2011-11-23",44.05,41.24,32.09,56.17,43.71,56.24,9.15
"6176","CHI","2011-11-19",39.73,38.34,39.18,57.91,59.16,49.46,-0.83
"6177","CHI","2011-11-18",47.25,42.92,41.91,54.5,53.22,50.59,1.01
"6178","CHI","2011-11-16",51.34,35.2,56.86,41.14,66.45,38.24,-21.66
"6179","CHI","2011-11-13",46.5,41.11,34.19,53.04,44.12,54.59,6.92
"6180","CHI","2011-11-11",50.23,57.59,40.37,68.79,48.22,58.79,17.22
"6181","CHI","2011-11-10",48.26,50.1,20.75,62.28,25.8,70.71,29.35
"6182","CHI","2011-11-08",47.91,31.79,51.4,39.81,64.36,38.22,-19.61
"6183","CHI","2011-11-06",41.34,35.27,48.55,51.18,70.46,42.08,-13.28
"6184","CHI","2011-11-04",56.7,62,41.4,65.6,43.8,59.96,20.6
"6185","CHI","2011-11-03",53.32,58.22,55.48,65.52,62.43,51.21,2.74
"6186","CHI","2011-10-31",39.73,41.57,24.79,62.79,37.44,62.64,16.78
"6187","CHI","2011-10-29",38.14,44.18,28.94,69.5,45.53,60.42,15.24
"6188","CHI","2011-10-28",41.64,43.24,43.79,62.31,63.1,49.68,-0.55
"6189","CHI","2011-10-25",43.82,41.08,36.46,56.25,49.93,52.98,4.62
"6190","CHI","2011-10-22",57.43,38.9,45.71,40.64,47.76,45.97,-6.82
"6191","CHI","2011-10-20",51.35,56.5,44.66,66.01,52.19,55.85,11.83
"6192","CHI","2011-10-18",43.85,55.25,32.56,75.6,44.55,62.92,22.69
"6193","CHI","2011-10-15",48.1,51.38,43.78,64.09,54.61,53.99,7.6
"6194","CHI","2011-10-13",49.25,42.65,45.63,51.96,55.59,48.31,-2.98
"6195","CHI","2011-10-08",40.01,36.15,28.88,54.21,43.31,55.59,7.27
"6196","CHI","2011-10-07",44.39,43.04,46.26,58.18,62.53,48.2,-3.22
"6197","CHI","2011-04-26",56.95,49.68,61.4,52.34,64.69,44.72,-11.72
"6198","CHI","2011-04-24",61.98,40.14,78.25,38.86,75.75,33.91,-38.11
"6199","CHI","2011-04-21",42.75,36.88,44.86,51.77,62.97,45.12,-7.98
"6200","CHI","2011-04-19",45.45,41.84,28.56,55.23,37.7,59.43,13.28
"6201","CHI","2011-04-17",47.49,40.07,39.01,50.62,49.29,50.67,1.06
"6202","CHI","2011-04-15",50.18,33.51,51.36,40.06,61.42,39.48,-17.86
"6203","CHI","2011-04-13",50.43,48.82,59,58.08,70.2,45.28,-10.18
"6204","CHI","2011-04-10",50.48,40.17,50.48,47.74,60,44.31,-10.32
"6205","CHI","2011-04-08",54.8,51.48,48.84,56.37,53.48,51.32,2.64
"6206","CHI","2011-04-06",47.29,45.02,33.91,57.12,43.03,57.04,11.11
"6207","CHI","2011-04-05",46.1,61.35,47.22,79.85,61.46,56.51,14.13
"6208","CHI","2011-04-03",44.25,40,27.39,54.24,37.14,59.35,12.61
"6209","CHI","2011-04-01",40.02,37.41,30.96,56.08,46.42,54.71,6.44
"6210","CHI","2011-03-29",55.79,59.73,52.21,64.24,56.14,53.36,7.53
"6211","CHI","2011-03-28",41.4,58.7,41.78,85.08,60.55,58.42,16.92
"6212","CHI","2011-03-26",51.08,44.11,29.88,51.82,35.1,59.62,14.23
"6213","CHI","2011-03-23",49.54,43.32,32.9,52.47,39.85,56.83,10.42
"6214","CHI","2011-03-20",53.9,57.65,39.47,64.18,43.93,59.36,18.19
"6215","CHI","2011-03-17",43.19,30.26,34.13,42.04,47.41,46.99,-3.87
"6216","CHI","2011-03-14",45.22,35.84,46.83,47.55,62.14,43.35,-10.99
"6217","CHI","2011-03-13",49.52,45.7,50.79,55.37,61.53,47.36,-5.09
"6218","CHI","2011-03-09",54.85,42.19,37.47,46.15,40.98,52.97,4.72
"6219","CHI","2011-03-08",52.22,45.82,28.81,52.64,33.1,61.4,17.01
"6220","CHI","2011-03-05",42.98,46.33,38.16,64.67,53.27,54.83,8.16
"6221","CHI","2011-03-04",51.2,47.91,33.51,56.15,39.27,58.85,14.41
"6222","CHI","2011-03-02",45.66,40.05,28.46,52.63,37.4,58.46,11.59
"6223","CHI","2011-02-28",46.88,56.21,27.74,71.94,35.5,66.96,28.47
"6224","CHI","2011-02-27",50.53,48.91,35.39,58.08,42.02,58.02,13.53
"6225","CHI","2011-02-24",56.06,44.89,53.88,48.05,57.66,45.45,-8.99
"6226","CHI","2011-02-21",54.53,40.34,56.86,44.38,62.56,41.5,-16.52
"6227","CHI","2011-02-20",48.17,44.64,37.34,55.61,46.51,54.46,7.31
"6228","CHI","2011-02-18",48.26,51.21,37.52,63.66,46.65,57.71,13.68
"6229","CHI","2011-02-16",44.18,45.96,41.01,62.42,55.7,52.84,4.95
"6230","CHI","2011-02-12",46.75,41.63,40.98,53.43,52.6,50.39,0.65
"6231","CHI","2011-02-11",42.04,42.65,35.97,60.87,51.33,54.25,6.68
"6232","CHI","2011-02-09",42.74,38.67,32.01,54.29,44.94,54.71,6.66
"6233","CHI","2011-02-07",42.74,46.22,41.4,64.89,58.12,52.75,4.82
"6234","CHI","2011-02-04",41.71,60.84,44.74,87.51,64.36,57.62,16.1
"6235","CHI","2011-02-01",44.15,38.43,47.05,52.23,63.94,44.96,-8.62
"6236","CHI","2011-01-25",53.86,49.94,35.9,55.63,39.99,58.18,14.04
"6237","CHI","2011-01-23",50.61,45.32,41.58,53.73,49.29,52.16,3.75
"6238","CHI","2011-01-22",52.04,47.85,52.99,55.17,61.1,47.45,-5.14
"6239","CHI","2011-01-16",44.02,36.67,32.97,49.98,44.94,52.65,3.7
"6240","CHI","2011-01-15",51.35,46.63,40.89,54.48,47.78,53.28,5.74
"6241","CHI","2011-01-12",47.19,58.1,34.93,73.87,44.42,62.45,23.17
"6242","CHI","2011-01-09",49.5,70.74,41.2,85.74,49.94,63.19,29.54
"6243","CHI","2011-01-07",58.53,48.34,43.43,49.56,44.52,52.68,4.91
"6244","CHI","2011-01-05",48.32,51.04,33.08,63.38,41.07,60.68,17.97
"6245","CHI","2011-01-03",44.43,43.29,38.11,58.45,51.46,53.18,5.18
"6246","CHI","2011-01-02",46,60.25,26.42,78.59,34.46,69.52,33.83
"6247","CHI","2010-12-30",40.65,33.35,24.47,49.22,36.12,57.67,8.87
"6248","CHI","2010-12-28",44.89,42.66,43.59,57.02,58.26,49.46,-0.93
"6249","CHI","2010-12-26",43.64,33.89,36.79,46.6,50.58,47.95,-2.89
"6250","CHI","2010-12-22",53.18,43.04,42,48.56,47.38,50.61,1.04
"6251","CHI","2010-12-19",51.01,35.81,49.65,42.12,58.4,41.91,-13.83
"6252","CHI","2010-12-17",58.4,51.67,60.36,53.08,62.01,46.12,-8.69
"6253","CHI","2010-12-15",44.8,48.63,28.83,65.12,38.62,62.77,19.79
"6254","CHI","2010-12-13",47.86,46.62,43.48,58.45,54.51,51.74,3.14
"6255","CHI","2010-12-11",53.68,45.34,52.44,50.68,58.61,46.37,-7.1
"6256","CHI","2010-12-08",46.82,42.53,33.58,54.51,43.04,55.88,8.95
"6257","CHI","2010-12-05",33.41,34.88,24.71,62.63,44.37,58.53,10.17
"6258","CHI","2010-12-03",43.93,40.31,30.4,55.06,41.51,57.01,9.92
"6259","CHI","2010-11-30",46.97,30.89,32.74,39.46,41.82,48.55,-1.85
"6260","CHI","2010-11-27",46.1,44.52,32.13,57.94,41.82,58.08,12.39
"6261","CHI","2010-11-26",44.15,48.79,31.47,66.3,42.77,60.79,17.32
"6262","CHI","2010-11-24",41.46,40.04,35.64,57.95,51.58,52.91,4.4
"6263","CHI","2010-11-20",35.61,36.28,32.84,61.12,55.32,52.49,3.44
"6264","CHI","2010-11-19",47.53,59.58,41.87,75.21,52.86,58.73,17.71
"6265","CHI","2010-11-17",51.51,73.85,36.8,86.02,42.87,66.74,37.05
"6266","CHI","2010-11-14",50.41,55.62,41.92,66.21,49.9,57.02,13.7
"6267","CHI","2010-11-13",46.16,39.04,47.77,50.75,62.1,44.97,-8.73
"6268","CHI","2010-11-10",56.37,53,45.56,56.41,48.5,53.77,7.44
"6269","CHI","2010-11-07",45.56,36.47,40.32,48.02,53.1,47.49,-3.86
"6270","CHI","2010-11-06",51.77,53.32,34.18,61.8,39.62,60.93,19.14
"6271","CHI","2010-11-03",43.62,41.58,32.42,57.19,44.59,56.19,9.16
"6272","CHI","2010-11-01",47.93,60.51,39.99,75.75,50.06,60.21,20.52
"6273","CHI","2010-10-30",49.13,53.66,40.95,65.53,50.01,56.72,12.71
"6274","CHI","2010-10-29",50.5,47.49,38.65,56.42,45.92,55.13,8.84
"6275","CHI","2010-10-27",50.05,47.06,51.24,56.42,61.42,47.88,-4.18
"6276","CHI","2010-10-23",44.48,46.46,39.5,62.67,53.28,54.05,6.96
"6277","CHI","2010-10-22",52.06,42.67,43.93,49.18,50.63,49.28,-1.25
"6278","CHI","2010-10-20",47.48,50.87,43.32,64.28,54.75,54.01,7.54
"6279","CHI","2010-10-18",51.58,47.68,50.42,55.47,58.65,48.6,-2.74
"6280","CHI","2010-10-16",40.96,35.13,41.24,51.46,60.41,46,-6.11
"6281","CHI","2010-10-15",44.72,54.37,41.14,72.95,55.19,56.93,13.23
"6282","CHI","2010-10-13",51.16,39.53,39.91,46.36,46.8,49.76,-0.38
"6283","CHI","2010-10-11",38.61,38.5,45.25,59.83,70.32,45.97,-6.76
"6284","CHI","2010-10-09",42.4,41.64,41.44,58.92,58.64,50.12,0.2
"6285","CHI","2010-10-07",42.73,36.76,45.72,51.62,64.19,44.57,-8.96
"6286","CHI","2010-06-09",49.28,57.42,47.57,69.91,57.92,54.69,9.85
"6287","CHI","2010-06-06",48.7,49.36,33.31,60.81,41.03,59.71,16.05
"6288","CHI","2010-06-04",42.51,52.35,37.97,73.89,53.59,57.96,14.38
"6289","CHI","2010-06-02",55.71,51.2,51.19,55.14,55.13,50,0.01
"6290","CHI","2010-05-31",45.24,41.68,46.45,55.28,61.61,47.29,-4.77
"6291","CHI","2010-05-29",51.63,43.61,43.28,50.68,50.3,50.19,0.33
"6292","CHI","2010-05-23",45.56,40.36,33.78,53.15,44.48,54.44,6.59
"6293","CHI","2010-05-21",59.21,51.95,66.58,52.64,67.47,43.83,-14.63
"6294","CHI","2010-05-18",51.27,49.31,45.14,57.71,52.83,52.21,4.17
"6295","CHI","2010-05-16",51.63,74.65,51.73,86.75,60.12,59.07,22.92
"6296","CHI","2010-05-11",50.43,49.96,36.38,59.44,43.29,57.86,13.58
"6297","CHI","2010-05-09",39.11,35.89,38.67,55.07,59.33,48.14,-2.78
"6298","CHI","2010-05-07",43.83,28.4,47.67,38.88,65.26,37.34,-19.27
"6299","CHI","2010-05-05",42.96,45.02,42.47,62.88,59.32,51.46,2.55
"6300","CHI","2010-05-03",42.9,43.72,43.95,61.15,61.47,49.87,-0.23
"6301","CHI","2010-05-01",42.37,36.78,44.18,52.09,62.56,45.43,-7.39
"6302","CHI","2010-04-26",39.41,43.26,33.47,65.86,50.96,56.38,9.79
"6303","CHI","2010-04-24",44.18,43.68,27.33,59.33,37.12,61.51,16.35
"6304","CHI","2010-04-22",46.82,45.38,37.87,58.16,48.53,54.52,7.52
"6305","CHI","2010-04-20",45.77,40.61,49.55,53.24,64.95,45.05,-8.93
"6306","CHI","2010-04-18",38.05,37.28,25.78,58.78,40.66,59.11,11.49
"6307","CHI","2010-04-16",51.53,52,50.62,60.54,58.95,50.67,1.37
"6308","CHI","2010-04-11",48.94,44.35,36.39,54.37,44.62,54.92,7.95
"6309","CHI","2010-04-09",46.83,68.17,39.13,87.35,50.13,63.53,29.04
"6310","CHI","2010-04-07",34.47,33.86,31.13,58.94,54.19,52.1,2.72
"6311","CHI","2010-04-06",47.85,69.52,35.77,87.18,44.86,66.03,33.75
"6312","CHI","2010-04-04",51.24,43.5,43.96,50.94,51.47,49.74,-0.46
"6313","CHI","2010-04-02",59.53,37.21,48.95,37.5,49.33,43.19,-11.74
"6314","CHI","2010-03-31",52.85,68.51,37.72,77.78,42.83,64.49,30.79
"6315","CHI","2010-03-30",51.24,56.7,45.36,66.39,53.12,55.55,11.34
"6316","CHI","2010-03-28",42.37,36.63,22.85,51.87,32.36,61.58,13.78
"6317","CHI","2010-03-25",47.7,52.95,42.66,66.6,53.66,55.38,10.29
"6318","CHI","2010-03-23",43.28,39.82,35.69,55.21,49.47,52.74,4.14
"6319","CHI","2010-03-20",46.17,51.08,33.97,66.38,44.14,60.06,17.11
"6320","CHI","2010-03-18",48.86,63.28,31.59,77.7,38.8,66.7,31.68
"6321","CHI","2010-03-17",46.22,60.22,44.85,78.17,58.22,57.32,15.37
"6322","CHI","2010-03-14",44.95,40.53,35.37,54.1,47.22,53.4,5.16
"6323","CHI","2010-03-13",43.28,57.87,48.59,80.22,67.36,54.36,9.28
"6324","CHI","2010-03-10",49.9,50.86,38.25,61.15,45.99,57.07,12.6
"6325","CHI","2010-03-07",49.79,41.77,41.51,50.34,50.03,50.15,0.26
"6326","CHI","2010-03-05",42.16,24.35,24.36,34.66,34.67,49.99,-0.01
"6327","CHI","2010-03-03",39.56,58.69,14.06,89.02,21.33,80.67,44.63
"6328","CHI","2010-03-02",54.6,71.57,38.24,78.65,42.03,65.17,33.33
"6329","CHI","2010-02-14",42.53,38.59,28.19,54.44,39.77,57.79,10.4
"6330","CHI","2010-02-13",40.2,44.89,23.48,67.01,35.04,65.66,21.42
"6331","CHI","2010-02-09",48.33,48.83,32.57,60.62,40.43,59.99,16.26
"6332","CHI","2010-02-06",36.06,32.8,26.06,54.58,43.36,55.72,6.74
"6333","CHI","2010-02-05",44.63,40.59,26.56,54.57,35.71,60.45,14.03
"6334","CHI","2010-02-03",49.07,42.53,27.81,52.01,34,60.47,14.72
"6335","CHI","2010-01-30",50.92,68.85,46.94,81.12,55.31,59.46,21.91
"6336","CHI","2010-01-28",51.35,58.03,51.17,67.81,59.79,53.14,6.86
"6337","CHI","2010-01-26",56.86,74.22,38.62,78.32,40.76,65.77,35.59
"6338","CHI","2010-01-23",46.78,47.28,43.08,60.64,55.25,52.32,4.2
"6339","CHI","2010-01-21",53.05,46.07,36.91,52.11,41.75,55.52,9.16
"6340","CHI","2010-01-19",37.6,34.71,23.8,55.39,37.97,59.33,10.91
"6341","CHI","2010-01-17",47.36,46.38,42.92,58.75,54.38,51.93,3.45
"6342","CHI","2010-01-16",45.7,49.32,33.87,64.75,44.47,59.29,15.45
"6343","CHI","2010-01-14",51.31,57.28,35.96,66.98,42.05,61.43,21.32
"6344","CHI","2010-01-10",46.27,54.78,21.09,71.04,27.35,72.2,33.69
"6345","CHI","2010-01-09",54.28,41.26,28.4,45.6,31.39,59.23,12.85
"6346","CHI","2010-01-07",47.13,46.77,27.68,59.54,35.23,62.82,19.09
"6347","CHI","2010-01-05",48.98,48.75,32.28,59.72,39.55,60.16,16.47
"6348","CHI","2010-01-03",48.97,53.6,35.86,65.67,43.94,59.91,17.74
"6349","CHI","2010-01-02",36.69,47.2,31.04,77.19,50.76,60.33,16.16
"6350","CHI","2009-12-31",49.15,58.19,41.35,71.03,50.48,58.46,16.83
"6351","CHI","2009-12-29",44.42,37.73,30.71,50.97,41.49,55.13,7.02
"6352","CHI","2009-12-27",44.39,39.81,24.77,53.81,33.48,61.65,15.05
"6353","CHI","2009-12-26",47.46,54.95,33.26,69.47,42.05,62.29,21.69
"6354","CHI","2009-12-23",42.78,45.83,39.95,64.27,56.03,53.42,5.87
"6355","CHI","2009-12-22",32.9,46.62,22.19,85.02,40.47,67.75,24.43
"6356","CHI","2009-12-20",45.83,52.11,27.04,68.22,35.4,65.84,25.07
"6357","CHI","2009-12-18",53.62,50.97,44.82,57.03,50.16,53.21,6.15
"6358","CHI","2009-12-16",44.55,39.08,39.61,52.63,53.35,49.66,-0.54
"6359","CHI","2009-12-13",35.45,39.58,17.93,66.99,30.34,68.83,21.65
"6360","CHI","2009-12-11",43.34,44.47,35.48,61.56,49.12,55.62,8.99
"6361","CHI","2009-12-09",45.34,42.41,27.1,56.13,35.86,61.02,15.32
"6362","CHI","2009-12-05",50.67,60.34,50.39,71.45,59.67,54.49,9.95
"6363","CHI","2009-12-04",50.38,44.31,32.24,52.77,38.4,57.88,12.07
"6364","CHI","2009-12-01",47.63,34.18,34.43,43.06,43.37,49.82,-0.25
"6365","CHI","2009-11-28",49.25,40.75,37.66,49.65,45.88,51.97,3.1
"6366","CHI","2009-11-27",42.99,39.14,34.99,54.62,48.83,52.8,4.15
"6367","CHI","2009-11-25",43.77,61.06,28.87,83.71,39.58,67.9,32.19
"6368","CHI","2009-11-22",48.58,33.22,46.69,41.03,57.67,41.57,-13.47
"6369","CHI","2009-11-21",53.21,62.3,35.16,70.25,39.64,63.93,27.14
"6370","CHI","2009-11-19",44.76,30.84,36.8,41.34,49.33,45.59,-5.96
"6371","CHI","2009-11-15",46.74,40.48,34.62,51.96,44.45,53.9,5.86
"6372","CHI","2009-11-13",48.65,44.85,39.84,55.31,49.14,52.96,5.01
"6373","CHI","2009-11-11",49.77,54.96,31.37,66.25,37.82,63.66,23.58
"6374","CHI","2009-11-09",49.63,45.36,37.39,54.83,45.2,54.81,7.97
