"","Team","Date","TOI","CF","CA","CF60","CA60","CF%","C+/-"
"19715","STL","2011-02-12",40.56,35.36,30.94,52.31,45.77,53.34,4.42
"19716","STL","2011-02-11",48.26,47.27,32.26,58.77,40.1,59.44,15.02
"19717","STL","2011-02-08",41.04,35.27,39.39,51.57,57.58,47.24,-4.11
"19718","STL","2011-02-06",45.53,48.63,41.42,64.08,54.59,54,7.21
"19719","STL","2011-02-04",49.51,50.51,49.96,61.21,60.55,50.27,0.55
"19720","STL","2011-01-26",50.75,48.87,37.71,57.78,44.58,56.45,11.16
"19721","STL","2011-01-24",43.04,42.99,35.87,59.93,50.01,54.51,7.12
"19722","STL","2011-01-22",48.82,45.34,41.44,55.72,50.93,52.25,3.9
"19723","STL","2011-01-20",52.95,43.62,67.92,49.43,76.97,39.11,-24.3
"19724","STL","2011-01-18",40.68,43.93,37.43,64.8,55.21,53.99,6.5
"19725","STL","2011-01-15",46.82,48.46,42.95,62.11,55.04,53.02,5.52
"19726","STL","2011-01-13",53.26,39.03,41.3,43.97,46.53,48.58,-2.27
"19727","STL","2011-01-12",46.09,49.7,36,64.7,46.87,57.99,13.7
"19728","STL","2011-01-10",50.4,45.82,51.33,54.55,61.11,47.16,-5.51
"19729","STL","2011-01-08",37.95,34.45,31.5,54.47,49.8,52.24,2.95
"19730","STL","2011-01-06",54.71,60.6,56.91,66.46,62.42,51.57,3.68
"19731","STL","2011-01-02",52.39,50.96,52.81,58.36,60.48,49.11,-1.85
"19732","STL","2010-12-31",49.56,44.78,60.94,54.22,73.78,42.36,-16.15
"19733","STL","2010-12-28",44.89,43.59,42.66,58.26,57.02,50.54,0.93
"19734","STL","2010-12-26",57.73,44.75,46.32,46.5,48.14,49.14,-1.57
"19735","STL","2010-12-23",42.64,37.39,52.79,52.61,74.28,41.46,-15.4
"19736","STL","2010-12-21",43.1,50.43,43.8,70.2,60.97,53.52,6.63
"19737","STL","2010-12-20",44.47,34.12,49.45,46.03,66.72,40.83,-15.34
"19738","STL","2010-12-18",46.11,34.88,46.36,45.39,60.32,42.94,-11.48
"19739","STL","2010-12-16",45.01,37.01,36.85,49.34,49.12,50.11,0.17
"19740","STL","2010-12-15",45.78,36.48,43.66,47.81,57.23,45.52,-7.18
"19741","STL","2010-12-11",48.28,49.76,41.78,61.84,51.92,54.36,7.98
"19742","STL","2010-12-09",42.68,34.93,34.83,49.1,48.97,50.07,0.1
"19743","STL","2010-12-05",39.08,41.21,32.1,63.27,49.29,56.21,9.11
"19744","STL","2010-12-04",53.29,53.18,32.55,59.88,36.64,62.04,20.64
"19745","STL","2010-12-01",46.86,50.76,44.55,65,57.05,53.26,6.21
"19746","STL","2010-11-30",46.97,32.74,30.89,41.82,39.46,51.45,1.85
"19747","STL","2010-11-27",48.57,51.85,22.01,64.05,27.19,70.2,29.84
"19748","STL","2010-11-26",50.49,48.77,39.69,57.95,47.17,55.13,9.07
"19749","STL","2010-11-24",45.98,26.74,43.42,34.89,56.66,38.11,-16.68
"19750","STL","2010-11-20",48.68,36.88,58.25,45.46,71.8,38.77,-21.37
"19751","STL","2010-11-19",39.97,38.84,19.98,58.3,30,66.03,18.86
"19752","STL","2010-11-17",46.39,49.16,44.7,63.58,57.82,52.37,4.45
"19753","STL","2010-11-15",46.18,45.49,34.71,59.11,45.1,56.72,10.78
"19754","STL","2010-11-13",47.01,56.75,24.03,72.43,30.67,70.25,32.72
"19755","STL","2010-11-11",43.83,29.86,37.46,40.88,51.29,44.35,-7.6
"19756","STL","2010-11-10",45.5,42.08,47.88,55.49,63.13,46.78,-5.8
"19757","STL","2010-11-07",38.1,33.69,34.19,53.05,53.84,49.63,-0.5
"19758","STL","2010-11-06",46.05,55.23,35.46,71.96,46.2,60.9,19.77
"19759","STL","2010-11-04",37.9,36.79,36.76,58.25,58.2,50.02,0.03
"19760","STL","2010-10-30",42.68,39.85,35.69,56.02,50.17,52.75,4.16
"19761","STL","2010-10-28",43.15,46.3,40.16,64.39,55.85,53.55,6.14
"19762","STL","2010-10-23",43.4,31.73,38.54,43.87,53.28,45.16,-6.8
"19763","STL","2010-10-22",52.06,43.93,42.67,50.63,49.18,50.72,1.25
"19764","STL","2010-10-18",51.58,50.42,47.68,58.65,55.47,51.4,2.74
"19765","STL","2010-10-16",43,61.85,16.91,86.3,23.59,78.53,44.94
"19766","STL","2010-10-14",48.98,44.64,35.14,54.68,43.05,55.95,9.5
"19767","STL","2010-10-11",29.98,42.13,15.06,84.33,30.15,73.66,27.07
"19768","STL","2010-10-09",31.9,32.29,33.66,60.74,63.31,48.97,-1.36
"19769","STL","2010-04-10",49.42,50.35,46.26,61.13,56.16,52.12,4.09
"19770","STL","2010-04-09",49.05,57.39,40.69,70.21,49.77,58.52,16.71
"19771","STL","2010-04-07",34.47,31.13,33.86,54.19,58.94,47.9,-2.72
"19772","STL","2010-04-05",36.89,34.43,23.27,56.01,37.85,59.67,11.16
"19773","STL","2010-04-03",38.08,30.93,29.78,48.73,46.93,50.94,1.14
"19774","STL","2010-04-01",39.44,40.65,31.42,61.84,47.79,56.41,9.23
"19775","STL","2010-03-30",51.24,45.36,56.7,53.12,66.39,44.45,-11.34
"19776","STL","2010-03-28",39.79,37.13,35.92,55.99,54.16,50.83,1.21
"19777","STL","2010-03-25",43.67,30.36,46.63,41.72,64.06,39.44,-16.26
"19778","STL","2010-03-24",49.37,50.98,41.2,61.96,50.07,55.31,9.78
"19779","STL","2010-03-21",46.74,34.24,46.22,43.95,59.34,42.55,-11.99
"19780","STL","2010-03-20",47.2,30.91,35.54,39.3,45.18,46.52,-4.62
"19781","STL","2010-03-18",45.45,37.36,36.48,49.32,48.15,50.6,0.88
"19782","STL","2010-03-16",49.87,57.63,36.05,69.33,43.38,61.51,21.57
"19783","STL","2010-03-14",41.1,49.3,28.62,71.97,41.79,63.26,20.67
"19784","STL","2010-03-13",42.8,46.25,19.17,64.84,26.87,70.7,27.09
"19785","STL","2010-03-11",41.02,37.95,37.91,55.51,55.45,50.03,0.04
"19786","STL","2010-03-06",42.56,47.18,41.16,66.51,58.03,53.4,6.01
"19787","STL","2010-03-04",43.78,56.72,32.91,77.74,45.1,63.29,23.82
"19788","STL","2010-03-02",35.54,42.75,39.87,72.18,67.3,51.75,2.89
"19789","STL","2010-02-13",37.47,31.18,32.74,49.93,52.43,48.78,-1.57
"19790","STL","2010-02-12",39.88,42.14,34.35,63.4,51.68,55.09,7.79
"19791","STL","2010-02-09",41.19,44.06,47.93,64.18,69.82,47.89,-3.87
"19792","STL","2010-02-08",41.9,39.02,39.78,55.87,56.97,49.51,-0.77
"19793","STL","2010-02-06",36.06,26.06,32.8,43.36,54.58,44.28,-6.74
"19794","STL","2010-02-04",46.85,39.15,50.05,50.14,64.1,43.89,-10.9
"19795","STL","2010-02-03",49.07,27.81,42.53,34,52.01,39.53,-14.72
"19796","STL","2010-01-30",43.43,35.05,24.55,48.42,33.91,58.81,10.5
"19797","STL","2010-01-28",50.96,45.98,44.85,54.14,52.81,50.62,1.13
"19798","STL","2010-01-27",45.13,44.7,32.38,59.42,43.05,57.99,12.31
"19799","STL","2010-01-25",47.72,45.73,51.64,57.5,64.92,46.97,-5.9
"19800","STL","2010-01-23",51.59,38.47,45.03,44.74,52.37,46.07,-6.55
"19801","STL","2010-01-21",47.57,34.73,44.22,43.81,55.78,43.99,-9.49
"19802","STL","2010-01-20",47.34,48.26,33.58,61.17,42.56,58.97,14.69
"19803","STL","2010-01-18",45.51,41.33,47.92,54.49,63.18,46.31,-6.59
"19804","STL","2010-01-16",45.27,32.16,42.35,42.63,56.13,43.17,-10.19
"19805","STL","2010-01-14",46.12,54.31,29.23,70.65,38.03,65.01,25.08
"19806","STL","2010-01-12",45.28,39.43,23.86,52.25,31.62,62.3,15.57
"19807","STL","2010-01-09",45.13,50.44,30.83,67.06,40.99,62.06,19.61
"19808","STL","2010-01-07",44.48,22.61,41.49,30.5,55.97,35.27,-18.88
"19809","STL","2010-01-06",40.55,42.71,41.39,63.2,61.24,50.79,1.32
"19810","STL","2010-01-02",36.69,31.04,47.2,50.76,77.19,39.67,-16.16
"19811","STL","2009-12-31",31.45,24.62,28.89,46.97,55.12,46.01,-4.27
"19812","STL","2009-12-29",39.13,27.88,43.22,42.74,66.27,39.21,-15.34
"19813","STL","2009-12-27",40.37,44.24,26.47,65.75,39.35,62.56,17.76
"19814","STL","2009-12-26",42.3,25.62,27.22,36.34,38.62,48.48,-1.61
"19815","STL","2009-12-23",51.46,41.21,45.07,48.05,52.55,47.76,-3.86
"19816","STL","2009-12-21",47.16,51.16,41.16,65.1,52.37,55.42,10
"19817","STL","2009-12-20",42.91,39.32,29.95,54.99,41.88,56.76,9.37
"19818","STL","2009-12-18",40.09,33.79,29.46,50.57,44.1,53.42,4.32
"19819","STL","2009-12-16",44.55,39.61,39.08,53.35,52.63,50.34,0.54
"19820","STL","2009-12-15",43.55,40.55,35.31,55.87,48.65,53.45,5.24
"19821","STL","2009-12-11",40.63,39.39,41.66,58.17,61.52,48.6,-2.27
"19822","STL","2009-12-09",39.46,39.03,49.35,59.35,75.04,44.16,-10.32
"19823","STL","2009-12-07",55.62,66.32,33.01,71.54,35.61,66.76,33.3
"19824","STL","2009-12-05",46.37,46.09,46.56,59.64,60.25,49.75,-0.47
"19825","STL","2009-12-03",41.25,56.05,32.8,81.53,47.71,63.09,23.25
"19826","STL","2009-11-30",42.46,31.83,25.97,44.98,36.7,55.07,5.86
"19827","STL","2009-11-28",53.97,41.26,59.54,45.87,66.19,40.93,-18.28
"19828","STL","2009-11-27",40.83,42.55,45.99,62.53,67.58,48.06,-3.44
"19829","STL","2009-11-25",47.16,57.35,38.4,72.97,48.85,59.9,18.95
"19830","STL","2009-11-23",48.45,47.82,37.35,59.22,46.25,56.15,10.47
"19831","STL","2009-11-21",49.37,45.85,44.98,55.72,54.66,50.48,0.87
"19832","STL","2009-11-19",46.4,40.43,46.77,52.28,60.48,46.36,-6.34
"19833","STL","2009-11-14",39.65,33.86,30.64,51.23,46.37,52.49,3.21
"19834","STL","2009-11-12",43.49,29.92,53.3,41.27,73.53,35.95,-23.38
"19835","STL","2009-11-10",40.01,37.55,34.39,56.31,51.58,52.19,3.16
"19836","STL","2009-11-08",39.27,34.39,39.66,52.55,60.59,46.45,-5.26
"19837","STL","2009-11-07",41.15,57.16,40.64,83.34,59.26,58.44,16.51
"19838","STL","2009-11-05",40.35,39.14,33.46,58.2,49.76,53.91,5.68
"19839","STL","2009-10-31",48.2,47.74,41.87,59.43,52.12,53.27,5.87
"19840","STL","2009-10-29",45.74,38.34,56.11,50.29,73.61,40.59,-17.78
"19841","STL","2009-10-28",46.04,38.69,49.67,50.42,64.72,43.79,-10.97
"19842","STL","2009-10-24",37.46,36.54,39.64,58.53,63.49,47.97,-3.1
"19843","STL","2009-10-23",44.43,31.86,32.78,43.03,44.27,49.29,-0.92
"19844","STL","2009-10-20",47.56,38.35,56.19,48.38,70.89,40.56,-17.85
"19845","STL","2009-10-17",37.83,50.91,27.6,80.75,43.77,64.85,23.31
"19846","STL","2009-10-15",47.3,29.98,46.06,38.03,58.42,39.43,-16.08
"19847","STL","2009-10-10",37.8,24.31,31.64,38.58,50.21,43.45,-7.33
"19848","STL","2009-10-08",49.17,35.07,33.11,42.79,40.41,51.43,1.95
"19849","STL","2009-10-03",43.59,33.21,38.45,45.71,52.93,46.34,-5.24
"19850","STL","2009-10-02",43.93,38.64,43.24,52.77,59.05,47.19,-4.6
"19851","STL","2009-04-21",59.4,56.24,45.56,56.81,46.02,55.25,10.69
"19852","STL","2009-04-19",40.9,32.7,35.35,47.98,51.86,48.06,-2.65
"19853","STL","2009-04-17",42.95,37.82,41.84,52.83,58.45,47.47,-4.02
"19854","STL","2009-04-15",32.61,19.27,35.81,35.46,65.89,34.99,-16.54
"19855","STL","2009-04-12",46.37,38.33,36.15,49.6,46.78,51.46,2.18
"19856","STL","2009-04-10",46.38,27.48,28.63,35.55,37.03,48.98,-1.14
"19857","STL","2009-04-07",45.94,39.5,41.95,51.59,54.79,48.49,-2.45
"19858","STL","2009-04-04",46.42,47.73,39.52,61.7,51.08,54.71,8.21
"19859","STL","2009-04-02",40.74,49.62,49.52,73.07,72.92,50.05,0.1
"19860","STL","2009-04-01",35.5,16,33.72,27.04,56.99,32.18,-17.72
"19861","STL","2009-03-29",45.5,27.44,44.62,36.19,58.83,38.08,-17.17
"19862","STL","2009-03-28",43.34,29.15,28.78,40.35,39.84,50.31,0.36
"19863","STL","2009-03-26",34.81,31.5,27.63,54.3,47.63,53.27,3.87
"19864","STL","2009-03-24",37.85,27.27,29.78,43.24,47.21,47.8,-2.51
"19865","STL","2009-03-20",45.01,38.9,49.05,51.86,65.39,44.23,-10.15
"19866","STL","2009-03-19",42.52,34.51,44.57,48.7,62.89,43.64,-10.05
"19867","STL","2009-03-17",46.7,46.45,52.94,59.68,68.02,46.73,-6.49
"19868","STL","2009-03-15",44.59,40.45,40.37,54.43,54.32,50.05,0.08
"19869","STL","2009-03-14",42.47,34.57,34.28,48.84,48.43,50.21,0.29
"19870","STL","2009-03-12",37.92,25.96,21.11,41.08,33.4,55.15,4.85
"19871","STL","2009-03-10",31.66,26.43,19.87,50.09,37.65,57.09,6.56
"19872","STL","2009-03-07",43.51,37.7,37.86,51.99,52.2,49.9,-0.15
"19873","STL","2009-03-06",43.12,44.94,25.48,62.53,35.45,63.82,19.46
"19874","STL","2009-03-03",41.89,26.13,38.21,37.42,54.73,40.61,-12.08
"19875","STL","2009-02-28",47.99,47.88,37.08,59.86,46.36,56.35,10.8
"19876","STL","2009-02-26",41.03,30.65,55.25,44.83,80.79,35.69,-24.59
"19877","STL","2009-02-24",50.09,33.63,42.67,40.28,51.11,44.08,-9.04
"19878","STL","2009-02-21",50.92,39.43,43.74,46.46,51.54,47.4,-4.32
"19879","STL","2009-02-19",48.56,44.82,42.82,55.38,52.91,51.14,2
"19880","STL","2009-02-18",43.21,26.88,34.8,37.33,48.32,43.58,-7.92
"19881","STL","2009-02-16",47.28,46.97,34.92,59.61,44.32,57.35,12.05
"19882","STL","2009-02-13",37.93,30.07,29.42,47.56,46.55,50.54,0.64
"19883","STL","2009-02-12",41.22,43.04,34.85,62.65,50.73,55.26,8.19
"19884","STL","2009-02-10",46.7,35.33,43.44,45.39,55.82,44.85,-8.12
"19885","STL","2009-02-07",43.77,35.78,34.01,49.04,46.62,51.27,1.77
"19886","STL","2009-02-05",44.05,41.9,35.76,57.08,48.71,53.95,6.14
"19887","STL","2009-02-03",41.56,23.84,43.56,34.41,62.88,35.37,-19.72
"19888","STL","2009-02-02",38.77,22.69,33.71,35.11,52.17,40.23,-11.02
"19889","STL","2009-01-31",31.58,34.02,41.33,64.64,78.53,45.15,-7.31
"19890","STL","2009-01-29",44.71,38.22,37.85,51.29,50.79,50.25,0.37
"19891","STL","2009-01-21",42.49,35.78,22.07,50.53,31.17,61.85,13.71
"19892","STL","2009-01-19",45.93,35.62,39.48,46.54,51.58,47.43,-3.86
"19893","STL","2009-01-17",45.87,26.58,42.49,34.76,55.58,38.48,-15.91
"19894","STL","2009-01-15",44.87,41.74,27.42,55.82,36.67,60.35,14.32
"19895","STL","2009-01-13",44.04,42.44,45.3,57.83,61.72,48.37,-2.86
"19896","STL","2009-01-11",35.77,38.24,30.56,64.15,51.26,55.58,7.68
"19897","STL","2009-01-09",47.55,55.78,32.05,70.39,40.44,63.51,23.73
"19898","STL","2009-01-03",33.24,25.59,28.07,46.19,50.66,47.69,-2.47
"19899","STL","2009-01-02",45.8,52.05,39.23,68.19,51.39,57.02,12.82
"19900","STL","2008-12-30",47.71,41.56,40.61,52.26,51.07,50.58,0.95
"19901","STL","2008-12-28",41.7,32.43,37.19,46.66,53.51,46.58,-4.76
"19902","STL","2008-12-27",48.73,36.5,42.21,44.94,51.98,46.37,-5.71
"19903","STL","2008-12-23",37.71,31.9,52.32,50.76,83.24,37.88,-20.41
"19904","STL","2008-12-21",47.56,33.27,41.83,41.97,52.77,44.3,-8.56
"19905","STL","2008-12-20",37.68,39.68,25.88,63.19,41.21,60.53,13.81
"19906","STL","2008-12-18",41.68,35.8,49.1,51.53,70.68,42.17,-13.3
"19907","STL","2008-12-16",37.86,29.46,38.86,46.68,61.58,43.12,-9.4
"19908","STL","2008-12-13",37.27,38.38,38.27,61.78,61.62,50.07,0.1
"19909","STL","2008-12-11",39.25,32.76,39.43,50.07,60.27,45.38,-6.67
"19910","STL","2008-12-10",41.88,28.61,35.47,40.99,50.82,44.65,-6.86
"19911","STL","2008-12-08",47.65,40.12,33.47,50.52,42.14,54.52,6.66
"19912","STL","2008-12-06",46.12,45.68,41.22,59.42,53.63,52.56,4.46
"19913","STL","2008-12-05",38.74,17.58,36.14,27.23,55.97,32.73,-18.56
"19914","STL","2008-12-03",42.81,28.69,47.56,40.21,66.66,37.62,-18.88
"19915","STL","2008-11-30",48.48,66.7,38.42,82.55,47.55,63.45,28.28
"19916","STL","2008-11-29",41.91,29.34,34.5,42.01,49.4,45.96,-5.16
"19917","STL","2008-11-26",48.87,39.85,41.38,48.92,50.8,49.06,-1.53
"19918","STL","2008-11-25",39.73,26.04,46.16,39.32,69.71,36.07,-20.12
"19919","STL","2008-11-22",45.46,39.05,37.46,51.54,49.44,51.04,1.59
"19920","STL","2008-11-21",35.83,25.31,26.53,42.38,44.43,48.82,-1.22
"19921","STL","2008-11-16",31.33,26.93,29.36,51.57,56.23,47.84,-2.43
"19922","STL","2008-11-14",36.83,30.17,37.02,49.15,60.31,44.9,-6.85
"19923","STL","2008-11-12",48.74,44.52,43.8,54.8,53.92,50.41,0.72
"19924","STL","2008-11-08",44.58,43.49,42.4,58.54,57.06,50.64,1.09
"19925","STL","2008-11-06",36.38,29.06,45.21,47.92,74.56,39.13,-16.15
"19926","STL","2008-11-05",49.67,32,42.5,38.66,51.34,42.95,-10.5
"19927","STL","2008-11-01",39.58,34.49,34.88,52.28,52.87,49.72,-0.39
"19928","STL","2008-10-30",40.19,36.05,41.2,53.82,61.51,46.67,-5.15
"19929","STL","2008-10-25",40.56,44.64,31.3,66.04,46.3,58.79,13.34
"19930","STL","2008-10-24",43.54,28.89,49.04,39.82,67.58,37.07,-20.15
"19931","STL","2008-10-22",45.19,27.54,51.44,36.56,68.3,34.87,-23.9
"19932","STL","2008-10-18",44.23,24.51,39.92,33.26,54.15,38.05,-15.4
"19933","STL","2008-10-16",45.53,35.84,40.51,47.22,53.38,46.94,-4.67
"19934","STL","2008-10-13",43.03,33.98,60.56,47.38,84.44,35.94,-26.58
"19935","STL","2008-10-11",46.2,39.28,52.71,51.02,68.46,42.7,-13.43
"19936","STL","2008-10-10",43.91,32.72,36.87,44.71,50.39,47.02,-4.15
"19937","STL","2008-04-06",42.46,29.24,41.89,41.32,59.2,41.1,-12.66
"19938","STL","2008-04-05",49.45,40.92,44.61,49.65,54.12,47.85,-3.68
"19939","STL","2008-04-03",47.93,38.86,44.18,48.64,55.3,46.8,-5.32
"19940","STL","2008-04-01",55.98,29.89,48.46,32.04,51.94,38.15,-18.57
"19941","STL","2008-03-29",41.08,37.46,35.55,54.71,51.92,51.31,1.91
"19942","STL","2008-03-28",37.63,24.43,42.42,38.96,67.64,36.55,-17.99
"19943","STL","2008-03-25",42.24,23.22,47.11,32.99,66.92,33.02,-23.89
"19944","STL","2008-03-23",39.95,35.7,28.46,53.62,42.74,55.64,7.24
"19945","STL","2008-03-20",41.85,31.61,39.34,45.32,56.41,44.55,-7.73
"19946","STL","2008-03-18",41.03,44.93,42.93,65.71,62.77,51.14,2.01
"19947","STL","2008-03-15",47.87,53.79,46.01,67.42,57.67,53.9,7.78
"19948","STL","2008-03-14",40.7,24.6,37.06,36.26,54.64,39.89,-12.47
"19949","STL","2008-03-11",50.69,48.2,33.73,57.05,39.92,58.83,14.47
"19950","STL","2008-03-10",38.81,28.72,32.84,44.4,50.77,46.65,-4.12
"19951","STL","2008-03-08",43.25,35.79,38.48,49.65,53.38,48.19,-2.69
"19952","STL","2008-03-05",42.89,24.06,39.15,33.66,54.77,38.06,-15.1
"19953","STL","2008-03-04",50.22,51.67,52.52,61.73,62.75,49.59,-0.85
"19954","STL","2008-03-01",41.21,28.09,43.74,40.89,63.68,39.11,-15.65
"19955","STL","2008-02-28",42.69,42.17,39.49,59.26,55.5,51.64,2.68
"19956","STL","2008-02-26",41.45,45.08,27.41,65.25,39.67,62.19,17.67
"19957","STL","2008-02-24",36.34,40.14,28.14,66.27,46.47,58.78,12
"19958","STL","2008-02-22",41.47,18.86,21.95,27.29,31.76,46.22,-3.09
"19959","STL","2008-02-21",51.15,54.11,37.7,63.47,44.23,58.93,16.4
"19960","STL","2008-02-19",33.65,32.97,28.1,58.79,50.11,53.98,4.86
"19961","STL","2008-02-17",44.42,26.36,25.98,35.6,35.09,50.36,0.38
"19962","STL","2008-02-16",42.02,33.35,36.42,47.62,52,47.8,-3.07
"19963","STL","2008-02-14",46.93,38.9,39.92,49.74,51.04,49.35,-1.02
"19964","STL","2008-02-12",35.69,39.84,32.22,66.97,54.17,55.28,7.62
"19965","STL","2008-02-10",49.65,30.2,39.93,36.5,48.25,43.06,-9.73
"19966","STL","2008-02-09",45.53,37.95,38.7,50.01,51,49.51,-0.75
"19967","STL","2008-02-05",54.34,38.28,39.95,42.26,44.12,48.93,-1.68
"19968","STL","2008-02-02",46.23,46.34,33.92,60.14,44.03,57.73,12.41
"19969","STL","2008-02-01",46.12,25,33.33,32.53,43.36,42.86,-8.33
"19970","STL","2008-01-29",45.28,30.12,36.01,39.91,47.72,45.54,-5.9
"19971","STL","2008-01-24",43.37,27.42,36.72,37.93,50.81,42.75,-9.31
"19972","STL","2008-01-23",45.08,37.97,39.3,50.54,52.31,49.14,-1.33
"19973","STL","2008-01-21",44.92,34.19,38.84,45.67,51.87,46.82,-4.64
"19974","STL","2008-01-19",45.27,27.78,40.85,36.81,54.15,40.47,-13.08
"19975","STL","2008-01-16",45.51,34.56,29.36,45.57,38.71,54.07,5.21
"19976","STL","2008-01-13",45.22,24.5,34.2,32.5,45.37,41.74,-9.7
"19977","STL","2008-01-11",41.95,30.02,39.41,42.94,56.37,43.24,-9.38
"19978","STL","2008-01-10",40.68,38.81,39.94,57.24,58.92,49.28,-1.13
"19979","STL","2008-01-08",46.67,43.2,28.42,55.55,36.54,60.32,14.78
"19980","STL","2008-01-05",40.07,29.05,40.72,43.51,60.98,41.64,-11.67
"19981","STL","2008-01-02",36.51,39.97,37.18,65.69,61.11,51.81,2.79
"19982","STL","2007-12-31",39.27,25.7,43.42,39.26,66.34,37.18,-17.72
"19983","STL","2007-12-29",44.55,33.3,38.09,44.85,51.3,46.65,-4.78
"19984","STL","2007-12-28",42.04,21.87,31.25,31.22,44.59,41.18,-9.37
"19985","STL","2007-12-26",44.55,27.97,39.96,37.67,53.82,41.17,-11.99
"19986","STL","2007-12-23",48.67,30.52,32.16,37.63,39.65,48.69,-1.64
"19987","STL","2007-12-22",43.92,31.85,33.49,43.52,45.75,48.75,-1.64
"19988","STL","2007-12-20",41.67,25.87,42.18,37.25,60.74,38.02,-16.31
"19989","STL","2007-12-16",43.05,21.58,37.37,30.08,52.08,36.61,-15.78
"19990","STL","2007-12-13",31.72,31.77,39.01,60.1,73.8,44.89,-7.24
"19991","STL","2007-12-11",31.92,28.45,30.44,53.47,57.21,48.31,-1.99
"19992","STL","2007-12-09",44.6,38.81,44.84,52.21,60.33,46.39,-6.03
"19993","STL","2007-12-07",37.36,43.07,27.45,69.16,44.08,61.08,15.62
"19994","STL","2007-12-04",52.36,34.73,61.75,39.79,70.76,35.99,-27.02
"19995","STL","2007-12-01",41.95,32.61,24.14,46.64,34.53,57.46,8.47
"19996","STL","2007-11-30",43.89,31.87,37.03,43.57,50.62,46.25,-5.16
"19997","STL","2007-11-28",53.14,63.01,37.39,71.14,42.22,62.76,25.61
"19998","STL","2007-11-25",48.83,30.79,39.23,37.83,48.21,43.97,-8.45
"19999","STL","2007-11-23",36.67,30.08,36.16,49.21,59.16,45.41,-6.08
"20000","STL","2007-11-21",38.68,10.13,46.99,15.72,72.88,17.74,-36.85
"20001","STL","2007-11-19",41.25,30.6,36.62,44.51,53.27,45.52,-6.02
"20002","STL","2007-11-17",44.55,35.67,40.78,48.05,54.93,46.66,-5.11
"20003","STL","2007-11-16",41.9,29.96,38.28,42.91,54.82,43.91,-8.32
"20004","STL","2007-11-13",40.32,16.9,47.96,25.15,71.37,26.06,-31.06
"20005","STL","2007-11-09",41.4,25.2,39.78,36.53,57.65,38.79,-14.57
"20006","STL","2007-11-04",46.21,26.55,43.84,34.47,56.92,37.72,-17.29
"20007","STL","2007-11-03",42.62,32.27,38.78,45.42,54.59,45.42,-6.51
"20008","STL","2007-11-01",42.83,31.22,32.51,43.74,45.54,48.99,-1.28
"20009","STL","2007-10-30",42.98,22.14,37.99,30.9,53.03,36.82,-15.85
"20010","STL","2007-10-27",34.99,20.76,25.88,35.59,44.38,44.5,-5.13
"20011","STL","2007-10-25",51.06,45.95,38.71,54,45.48,54.28,7.25
"20012","STL","2007-10-23",39.32,36.89,18.72,56.29,28.56,66.34,18.17
"20013","STL","2007-10-20",35.04,31.93,30.27,54.68,51.84,51.33,1.66
"20014","STL","2007-10-17",44.25,44.05,32.49,59.72,44.05,57.55,11.56
"20015","STL","2007-10-12",43.6,32.05,43.9,44.1,60.42,42.2,-11.85
"20016","STL","2007-10-10",36.95,29.72,33.13,48.26,53.79,47.29,-3.41
"20017","STL","2007-10-06",36.66,39.67,27.31,64.93,44.7,59.22,12.36
"20018","STL","2007-10-04",44.18,33.83,45.17,45.94,61.35,42.82,-11.34
"20019","T.B","2016-12-14",42.68,48.07,30.27,67.58,42.56,61.36,17.8
"20020","T.B","2016-12-10",44.07,27.83,42.48,37.89,57.83,39.58,-14.65
"20021","T.B","2016-12-08",46.58,51.86,53.39,66.8,68.77,49.27,-1.53
"20022","T.B","2016-12-04",40.13,34.37,42.31,51.39,63.26,44.82,-7.94
"20023","T.B","2016-12-03",45.47,32.34,42.57,42.68,56.18,43.17,-10.23
"20024","T.B","2016-12-01",47.57,38.94,39.29,49.11,49.55,49.78,-0.35
"20025","T.B","2016-11-29",55.78,46.51,54.56,50.03,58.69,46.02,-8.05
"20026","T.B","2016-11-27",54.27,53.08,49.32,58.69,54.52,51.84,3.76
"20027","T.B","2016-11-25",44.85,29.91,59.34,40.02,79.39,33.51,-29.43
"20028","T.B","2016-11-23",36.23,36.14,33.41,59.85,55.32,51.97,2.74
"20029","T.B","2016-11-21",46.54,35.38,36.27,45.62,46.76,49.38,-0.89
"20030","T.B","2016-11-19",44.13,26.01,39.8,35.36,54.11,39.53,-13.79
"20031","T.B","2016-11-17",41.05,49.29,32.51,72.05,47.51,60.26,16.79
"20032","T.B","2016-11-15",45.87,33.53,32.37,43.86,42.34,50.88,1.16
"20033","T.B","2016-11-14",42.22,37.06,39.71,52.66,56.43,48.27,-2.65
"20034","T.B","2016-11-12",52.1,39.77,39.33,45.8,45.29,50.28,0.44
"20035","T.B","2016-11-10",46.88,42.98,49.3,55.01,63.1,46.58,-6.32
"20036","T.B","2016-11-07",48.85,52.8,44.33,64.85,54.45,54.36,8.46
"20037","T.B","2016-11-05",43.98,46.93,50.26,64.02,68.57,48.28,-3.34
"20038","T.B","2016-11-03",49.1,33.23,46.09,40.6,56.32,41.89,-12.87
"20039","T.B","2016-11-01",38.32,32.78,32.02,51.32,50.14,50.58,0.75
"20040","T.B","2016-10-30",43.88,48.03,59.43,65.68,81.26,44.7,-11.4
"20041","T.B","2016-10-29",44.84,35.16,29.62,47.05,39.64,54.28,5.54
"20042","T.B","2016-10-27",49.36,56.76,40.73,68.99,49.51,58.22,16.02
